1554911933177.8 -0.15 -1.05 0.39 0.12 0.14 0.13 63 0.719 0.011 -10.211 0.691 0.122 -0.752 -0.071 0.222 -0.408 990.07 515
1554911933227.8 -0.13 -1.08 0.39 0.11 0.13 0.13 63 0.757 0.028 -10.236 0.726 -0.079 -0.621 -0.069 0.224 -0.407 990.10 515
1554911933285.3 -0.13 -1.07 0.39 0.12 0.13 0.13 63 0.757 0.028 -10.236 0.726 -0.079 -0.621 -0.069 0.224 -0.407 990.10 515
1554911933335.3 -0.13 -1.08 0.39 0.11 0.13 0.13 63 0.765 0.039 -10.223 0.481 -0.079 -0.963 -0.071 0.223 -0.405 990.10 515
1554911933405.7 -0.13 -1.08 0.39 0.12 0.14 0.13 63 0.765 0.039 -10.223 0.481 -0.079 -0.963 -0.071 0.223 -0.405 990.10 515
1554911933455.7 -0.11 -1.08 0.39 0.11 0.13 0.12 63 0.749 0.041 -10.274 0.578 -0.114 -0.752 -0.067 0.223 -0.408 990.05 515
1554911933537.4 -0.11 -1.08 0.40 0.13 0.15 0.13 63 0.749 0.041 -10.274 0.578 -0.114 -0.752 -0.067 0.223 -0.408 990.05 515
1554911933587.4 -0.12 -1.09 0.40 0.11 0.14 0.12 63 0.748 0.035 -10.265 0.682 -0.035 -0.901 -0.071 0.223 -0.406 990.13 515
1554911933647.5 -0.12 -1.09 0.40 0.12 0.14 0.12 63 0.748 0.035 -10.265 0.682 -0.035 -0.901 -0.071 0.223 -0.406 990.13 515
1554911933698.1 -0.12 -1.12 0.39 0.11 0.13 0.12 63 0.750 0.019 -10.236 0.534 0.052 -0.919 -0.071 0.222 -0.408 990.08 515
1554911933769.3 -0.12 -1.12 0.39 0.12 0.14 0.13 63 0.750 0.019 -10.236 0.534 0.052 -0.919 -0.071 0.222 -0.408 990.08 515
1554911933819.3 -0.13 -1.11 0.38 0.11 0.13 0.12 63 0.736 0.031 -10.223 0.429 -0.018 -0.945 -0.069 0.223 -0.407 990.10 515
1554911933895.7 -0.13 -1.11 0.38 0.12 0.14 0.13 63 0.745 0.050 -10.236 0.726 0.052 -0.954 -0.069 0.223 -0.408 990.10 515
1554911933945.7 -0.15 -1.11 0.39 0.11 0.13 0.12 63 0.733 0.053 -10.238 0.823 -0.149 -0.805 -0.069 0.221 -0.405 990.13 515
1554911934010.9 -0.15 -1.11 0.39 0.12 0.14 0.13 63 0.745 0.029 -10.258 0.578 0.088 -0.726 -0.069 0.223 -0.406 990.04 515
1554911934060.9 -0.14 -1.12 0.39 0.11 0.13 0.12 63 0.755 0.019 -10.211 0.709 0.122 -0.858 -0.070 0.222 -0.408 990.07 515
1554911934136.4 -0.14 -1.11 0.39 0.12 0.13 0.13 63 0.768 0.036 -10.241 0.665 -0.026 -0.726 -0.070 0.223 -0.408 990.07 515
1554911934186.4 -0.13 -1.12 0.39 0.11 0.13 0.13 63 0.772 0.039 -10.244 0.682 0.026 -1.155 -0.070 0.223 -0.408 990.10 515
1554911934258.4 -0.13 -1.12 0.39 0.13 0.14 0.13 63 0.776 0.030 -10.244 0.665 0.044 -0.892 -0.071 0.223 -0.408 990.09 515
1554911934308.4 -0.14 -1.12 0.39 0.11 0.13 0.13 63 0.753 0.045 -10.234 0.718 -0.070 -0.735 -0.070 0.222 -0.406 990.10 515
1554911934380.6 -0.13 -1.12 0.40 0.12 0.13 0.13 63 0.744 0.041 -10.190 0.700 0.009 -0.971 -0.071 0.222 -0.408 990.15 515
1554911934430.6 -0.15 -1.10 0.40 0.11 0.13 0.13 63 0.755 0.036 -10.225 0.499 -0.052 -0.866 -0.069 0.222 -0.408 990.12 515
1554911934498.3 -0.15 -1.09 0.40 0.12 0.13 0.13 63 0.738 0.049 -10.247 0.639 0.000 -1.015 -0.070 0.222 -0.406 990.10 515
1554911934548.3 -0.12 -1.11 0.41 0.11 0.13 0.12 63 0.727 0.029 -10.241 0.682 0.088 -1.059 -0.066 0.221 -0.407 990.10 515
1554911934615.7 -0.12 -1.11 0.41 0.12 0.14 0.13 63 0.727 0.029 -10.241 0.682 0.088 -1.059 -0.066 0.221 -0.407 990.10 515
1554911934665.7 -0.10 -1.10 0.41 0.11 0.12 0.13 63 0.708 0.030 -10.244 0.709 -0.035 -0.831 -0.068 0.222 -0.406 990.12 515
1554911934738.1 -0.09 -1.10 0.42 0.12 0.13 0.13 63 0.708 0.030 -10.244 0.709 -0.035 -0.831 -0.068 0.222 -0.406 990.12 515
1554911934788.1 -0.09 -1.10 0.41 0.11 0.13 0.13 63 0.713 0.031 -10.242 0.718 -0.061 -0.989 -0.071 0.223 -0.404 990.09 515
1554911934855.9 -0.09 -1.10 0.41 0.12 0.14 0.13 63 0.713 0.031 -10.242 0.718 -0.061 -0.989 -0.071 0.223 -0.404 990.09 515
1554911934905.9 -0.11 -1.08 0.40 0.11 0.13 0.13 63 0.737 0.031 -10.217 0.700 -0.035 -0.849 -0.071 0.223 -0.406 990.06 515
1554911934987.7 -0.11 -1.08 0.40 0.13 0.14 0.13 63 0.737 0.031 -10.217 0.700 -0.035 -0.849 -0.071 0.223 -0.406 990.06 515
1554911935037.7 -0.13 -1.06 0.38 0.11 0.14 0.13 63 0.741 0.023 -10.225 0.665 0.070 -0.875 -0.071 0.222 -0.406 990.04 515
1554911935097.4 -0.12 -1.05 0.39 0.12 0.14 0.13 63 0.745 0.010 -10.228 0.525 -0.018 -0.892 -0.071 0.222 -0.407 990.13 515
1554911935147.4 -0.11 -1.05 0.39 0.11 0.13 0.13 63 0.747 0.016 -10.228 0.709 -0.140 -0.735 -0.072 0.222 -0.409 990.05 515
1554911935216.1 -0.11 -1.06 0.38 0.12 0.14 0.13 63 0.725 0.007 -10.269 0.569 -0.131 -0.971 -0.070 0.221 -0.406 990.09 515
1554911935266.1 -0.10 -1.07 0.38 0.12 0.13 0.13 63 0.749 0.035 -10.225 0.516 0.140 -0.892 -0.071 0.224 -0.405 990.04 515
1554911935324.4 -0.10 -1.07 0.38 0.13 0.14 0.13 63 0.749 0.035 -10.225 0.516 0.140 -0.892 -0.071 0.224 -0.405 990.04 515
1554911935374.4 -0.11 -1.09 0.39 0.11 0.13 0.13 63 0.736 0.043 -10.234 0.578 0.018 -0.586 -0.068 0.221 -0.409 990.08 515
1554911935448.1 -0.11 -1.09 0.39 0.13 0.14 0.13 63 0.736 0.043 -10.234 0.578 0.018 -0.586 -0.068 0.221 -0.409 990.08 515
1554911935498.5 -0.11 -1.08 0.39 0.11 0.13 0.13 63 0.745 0.032 -10.223 0.691 0.088 -0.954 -0.071 0.223 -0.406 990.04 515
1554911935575.7 -0.12 -1.08 0.39 0.13 0.14 0.13 63 0.745 0.032 -10.223 0.691 0.088 -0.954 -0.071 0.223 -0.406 990.04 515
1554911935625.7 -0.11 -1.10 0.40 0.12 0.12 0.13 63 0.761 0.028 -10.223 0.647 -0.035 -0.927 -0.070 0.224 -0.407 990.06 515
1554911935693.0 -0.11 -1.10 0.40 0.12 0.13 0.13 63 0.761 0.028 -10.223 0.647 -0.035 -0.927 -0.070 0.224 -0.407 990.06 515
1554911935743.0 -0.11 -1.09 0.39 0.11 0.12 0.13 63 0.770 0.004 -10.270 0.831 -0.131 -0.945 -0.069 0.222 -0.408 990.05 515
1554911935816.6 -0.10 -1.09 0.39 0.13 0.14 0.13 63 0.755 0.056 -10.231 0.359 0.105 -0.901 -0.070 0.223 -0.407 990.10 515
1554911935866.6 -0.10 -1.07 0.40 0.11 0.12 0.13 63 0.753 0.033 -10.257 0.805 0.096 -0.831 -0.071 0.223 -0.408 990.15 515
1554911935933.8 -0.10 -1.07 0.40 0.12 0.12 0.13 63 0.753 0.033 -10.257 0.805 0.096 -0.831 -0.071 0.223 -0.408 990.15 515
1554911935983.8 -0.10 -1.07 0.42 0.11 0.12 0.13 63 0.731 0.043 -10.209 0.595 -0.026 -0.945 -0.068 0.222 -0.408 990.13 515
1554911936055.9 -0.10 -1.07 0.42 0.12 0.14 0.13 63 0.731 0.043 -10.209 0.595 -0.026 -0.945 -0.068 0.222 -0.408 990.13 515
1554911936105.9 -0.09 -1.07 0.42 0.12 0.12 0.12 63 0.731 0.029 -10.235 0.910 -0.061 -1.050 -0.070 0.224 -0.404 990.08 515
1554911936175.2 -0.09 -1.07 0.42 0.13 0.13 0.13 63 0.770 0.041 -10.222 0.805 -0.061 -0.840 -0.070 0.223 -0.405 990.09 515
1554911936225.3 -0.15 -1.06 0.41 0.11 0.13 0.13 63 0.745 0.004 -10.216 0.578 0.026 -0.726 -0.070 0.224 -0.409 990.13 515
1554911936297.4 -0.15 -1.06 0.41 0.12 0.13 0.13 63 0.730 0.047 -10.199 0.735 0.061 -0.761 -0.070 0.223 -0.407 990.06 515
1554911936347.4 -0.22 -1.05 0.38 0.11 0.13 0.13 63 0.747 0.031 -10.214 0.490 0.018 -0.831 -0.069 0.222 -0.407 990.03 515
1554911936414.5 -0.22 -1.05 0.38 0.13 0.14 0.13 63 0.762 0.038 -10.217 0.779 -0.009 -0.665 -0.070 0.222 -0.406 990.08 515
1554911936464.5 -0.20 -1.06 0.39 0.11 0.13 0.12 63 0.749 0.026 -10.205 0.700 0.131 -0.752 -0.067 0.223 -0.409 990.12 515
1554911936547.1 -0.21 -1.06 0.39 0.13 0.14 0.13 63 0.721 0.045 -10.272 0.595 0.035 -0.858 -0.070 0.221 -0.407 990.05 515
1554911936597.1 -0.26 -1.03 0.36 0.11 0.13 0.12 63 0.717 0.037 -10.263 0.674 0.105 -0.840 -0.071 0.223 -0.406 990.08 515
1554911936658.0 -0.26 -1.03 0.36 0.12 0.14 0.13 63 0.717 0.037 -10.263 0.674 0.105 -0.840 -0.071 0.223 -0.406 990.08 515
1554911936708.0 -0.22 -1.02 0.36 0.11 0.13 0.12 63 0.742 0.032 -10.252 0.744 0.149 -0.910 -0.071 0.222 -0.404 990.07 515
1554911936785.7 -0.22 -1.01 0.36 0.12 0.14 0.13 63 0.742 0.032 -10.252 0.744 0.149 -0.910 -0.071 0.222 -0.404 990.07 515
1554911936835.7 -0.18 -1.04 0.37 0.12 0.13 0.12 63 0.757 0.063 -10.225 0.718 0.052 -0.770 -0.069 0.223 -0.405 990.08 515
1554911936902.8 -0.17 -1.02 0.37 0.12 0.13 0.12 63 0.757 0.063 -10.225 0.718 0.052 -0.770 -0.069 0.223 -0.405 990.08 515
1554911936952.9 -0.20 -1.03 0.37 0.11 0.13 0.12 63 0.731 0.020 -10.233 0.700 0.052 -0.770 -0.070 0.222 -0.406 990.12 515
1554911937025.7 -0.19 -1.03 0.37 0.13 0.14 0.12 63 0.731 0.020 -10.233 0.700 0.052 -0.770 -0.070 0.222 -0.406 990.12 515
1554911937075.7 -0.20 -1.05 0.36 0.12 0.13 0.12 63 0.731 0.007 -10.247 0.604 -0.158 -0.892 -0.068 0.223 -0.407 990.06 515
1554911937142.0 -0.20 -1.04 0.37 0.12 0.13 0.12 63 0.731 0.007 -10.247 0.604 -0.158 -0.892 -0.068 0.223 -0.407 990.06 515
1554911937192.0 -0.20 -1.05 0.36 0.11 0.13 0.12 63 0.748 0.035 -10.250 0.472 -0.009 -0.840 -0.070 0.223 -0.407 990.07 515
1554911937264.9 -0.20 -1.05 0.36 0.13 0.14 0.13 63 0.748 0.035 -10.250 0.472 -0.009 -0.840 -0.070 0.223 -0.407 990.07 515
1554911937314.9 -0.19 -1.03 0.36 0.12 0.12 0.12 63 0.755 0.020 -10.240 0.586 0.018 -1.006 -0.070 0.223 -0.406 990.09 515
1554911937382.1 -0.18 -1.03 0.36 0.13 0.13 0.12 63 0.747 0.050 -10.303 0.831 -0.114 -0.858 -0.069 0.223 -0.407 990.10 515
1554911937432.1 -0.13 -1.06 0.37 0.11 0.12 0.12 63 0.735 0.043 -10.238 0.665 0.000 -0.735 -0.069 0.223 -0.408 990.09 515
1554911937498.6 -0.13 -1.05 0.37 0.12 0.13 0.12 63 0.742 0.022 -10.232 0.866 0.018 -0.849 -0.070 0.223 -0.407 990.07 515
1554911937548.6 -0.10 -1.07 0.39 0.11 0.12 0.12 63 0.743 0.038 -10.233 0.656 -0.140 -0.787 -0.070 0.224 -0.408 990.11 515
1554911937615.7 -0.09 -1.07 0.39 0.13 0.14 0.12 63 0.743 0.038 -10.233 0.656 -0.140 -0.787 -0.070 0.224 -0.408 990.11 515
1554911937665.7 -0.10 -1.08 0.40 0.12 0.12 0.12 63 0.743 0.018 -10.234 0.735 -0.158 -0.805 -0.071 0.221 -0.407 990.10 515
1554911937737.3 -0.09 -1.08 0.40 0.13 0.12 0.13 63 0.743 0.018 -10.234 0.735 -0.158 -0.805 -0.071 0.221 -0.407 990.10 515
1554911937787.3 -0.18 -1.07 0.37 0.11 0.12 0.12 63 0.749 0.030 -10.219 0.647 0.009 -0.787 -0.070 0.222 -0.406 990.09 515
1554911937855.7 -0.18 -1.07 0.38 0.13 0.13 0.12 63 0.786 0.047 -10.242 0.595 -0.114 -0.858 -0.071 0.224 -0.406 990.09 515
1554911937905.7 -0.18 -1.07 0.38 0.11 0.13 0.12 63 0.762 0.039 -10.226 0.639 0.044 -1.006 -0.071 0.222 -0.407 990.08 515
1554911937978.2 -0.18 -1.06 0.38 0.13 0.13 0.13 63 0.762 0.039 -10.226 0.639 0.044 -1.006 -0.071 0.222 -0.407 990.08 515
1554911938028.2 -0.15 -1.08 0.39 0.11 0.13 0.12 63 0.750 0.033 -10.220 0.700 -0.114 -0.875 -0.068 0.221 -0.407 990.10 515
1554911938095.8 -0.15 -1.08 0.39 0.12 0.13 0.12 63 0.703 0.029 -10.239 0.726 -0.035 -0.884 -0.070 0.223 -0.407 990.13 515
1554911938145.8 -0.15 -1.09 0.38 0.11 0.13 0.12 63 0.723 0.038 -10.226 0.525 -0.079 -0.840 -0.067 0.224 -0.405 990.12 515
1554911938212.6 -0.14 -1.08 0.39 0.12 0.13 0.12 63 0.760 0.045 -10.244 0.613 0.035 -0.691 -0.071 0.223 -0.407 990.11 515
1554911938262.6 -0.17 -1.09 0.38 0.11 0.13 0.12 63 0.750 0.031 -10.240 0.779 -0.114 -0.971 -0.069 0.221 -0.408 990.09 515
1554911938329.0 -0.17 -1.09 0.38 0.12 0.13 0.12 63 0.737 0.036 -10.256 0.691 -0.044 -0.875 -0.070 0.222 -0.407 990.12 515
1554911938379.0 -0.15 -1.10 0.38 0.11 0.13 0.12 63 0.767 0.037 -10.283 0.621 -0.088 -1.094 -0.072 0.222 -0.405 990.14 515
1554911938454.7 -0.14 -1.09 0.39 0.12 0.13 0.12 63 0.747 0.023 -10.220 0.647 -0.018 -1.067 -0.069 0.221 -0.407 990.08 515
1554911938504.7 -0.14 -1.10 0.39 0.11 0.13 0.12 63 0.715 0.042 -10.235 0.718 -0.192 -0.805 -0.070 0.223 -0.405 990.14 515
1554911938571.5 -0.13 -1.09 0.39 0.12 0.13 0.12 63 0.715 0.042 -10.235 0.718 -0.192 -0.805 -0.070 0.223 -0.405 990.14 515
1554911938621.5 -0.14 -1.10 0.39 0.11 0.13 0.12 63 0.773 0.035 -10.214 0.744 -0.131 -0.805 -0.070 0.222 -0.407 990.08 515
1554911938685.9 -0.13 -1.08 0.40 0.12 0.13 0.13 63 0.768 0.033 -10.221 0.718 -0.105 -0.674 -0.067 0.222 -0.407 990.10 515
1554911938735.9 -0.12 -1.09 0.40 0.11 0.13 0.12 63 0.724 0.025 -10.219 0.709 0.105 -0.963 -0.070 0.222 -0.406 990.08 515
1554911938804.8 -0.12 -1.08 0.40 0.12 0.13 0.12 63 0.760 0.036 -10.216 0.682 -0.122 -0.823 -0.071 0.222 -0.406 990.11 515
1554911938854.8 -0.11 -1.08 0.39 0.11 0.13 0.12 63 0.753 0.029 -10.252 0.718 -0.018 -0.823 -0.071 0.223 -0.410 990.07 515
1554911938925.7 -0.11 -1.08 0.39 0.12 0.14 0.13 63 0.749 0.028 -10.154 0.718 0.018 -0.936 -0.070 0.222 -0.406 990.09 515
1554911938975.7 -0.14 -1.07 0.39 0.11 0.13 0.12 63 0.768 0.030 -10.245 0.630 0.035 -0.927 -0.071 0.223 -0.406 990.11 515
1554911939048.3 -0.14 -1.07 0.39 0.12 0.14 0.13 63 0.741 0.030 -10.245 0.578 -0.018 -0.971 -0.069 0.223 -0.407 990.13 515
1554911939098.3 -0.14 -1.08 0.41 0.11 0.13 0.12 63 0.757 0.007 -10.193 0.682 0.105 -0.858 -0.068 0.223 -0.408 990.14 515
1554911939170.8 -0.14 -1.09 0.40 0.12 0.13 0.13 63 0.707 0.026 -10.240 0.595 0.122 -0.814 -0.070 0.222 -0.406 990.11 515
1554911939220.9 -0.20 -1.07 0.40 0.11 0.13 0.12 63 0.768 0.050 -10.219 0.700 -0.052 -0.682 -0.070 0.222 -0.406 990.12 515
1554911939295.7 -0.20 -1.07 0.40 0.13 0.14 0.13 63 0.745 0.035 -10.245 0.735 -0.009 -0.665 -0.070 0.222 -0.407 990.10 515
1554911939345.9 -0.21 -1.07 0.40 0.12 0.13 0.13 63 0.736 0.026 -10.258 0.630 -0.079 -0.831 -0.071 0.222 -0.408 990.16 515
1554911939406.8 -0.21 -1.07 0.40 0.13 0.14 0.13 63 0.736 0.026 -10.258 0.630 -0.079 -0.831 -0.071 0.222 -0.408 990.16 515
1554911939457.3 -0.19 -1.09 0.41 0.12 0.12 0.13 63 0.731 0.030 -10.220 0.630 -0.061 -0.787 -0.070 0.222 -0.404 990.05 515
1554911939525.0 -0.19 -1.08 0.41 0.12 0.12 0.13 63 0.731 0.030 -10.220 0.630 -0.061 -0.787 -0.070 0.222 -0.404 990.05 515
1554911939575.0 -0.15 -1.09 0.41 0.12 0.12 0.13 63 0.729 0.026 -10.239 0.779 0.114 -0.796 -0.068 0.222 -0.405 990.09 515
1554911939649.3 -0.15 -1.09 0.41 0.13 0.13 0.13 63 0.729 0.026 -10.239 0.779 0.114 -0.796 -0.068 0.222 -0.405 990.09 515
1554911939699.3 -0.12 -1.09 0.41 0.11 0.12 0.13 63 0.763 0.017 -10.216 0.613 0.079 -0.919 -0.070 0.223 -0.407 990.05 515
1554911939776.3 -0.11 -1.09 0.41 0.13 0.14 0.13 63 0.763 0.017 -10.216 0.613 0.079 -0.919 -0.070 0.223 -0.407 990.05 515
1554911939826.3 -0.09 -1.09 0.41 0.12 0.12 0.13 63 0.757 0.042 -10.250 0.665 -0.018 -0.770 -0.069 0.224 -0.407 990.12 515
1554911939892.4 -0.10 -1.10 0.41 0.13 0.13 0.13 63 0.757 0.042 -10.250 0.665 -0.018 -0.770 -0.069 0.224 -0.407 990.12 515
1554911939942.4 -0.23 -1.08 0.37 0.12 0.12 0.13 63 0.707 0.037 -10.205 0.604 -0.079 -0.805 -0.071 0.222 -0.407 990.12 515
1554911940013.8 -0.23 -1.08 0.37 0.13 0.14 0.14 63 0.766 0.029 -10.269 0.682 -0.009 -0.709 -0.069 0.222 -0.407 990.12 515
1554911940063.8 -0.19 -1.08 0.38 0.11 0.13 0.13 63 0.737 0.036 -10.238 0.744 -0.070 -0.875 -0.072 0.223 -0.406 990.07 515
1554911940135.7 -0.19 -1.08 0.38 0.13 0.14 0.14 63 0.747 0.039 -10.227 0.761 -0.088 -0.963 -0.071 0.223 -0.406 990.10 515
1554911940185.7 -0.20 -1.07 0.40 0.12 0.12 0.13 63 0.743 0.028 -10.239 0.761 0.219 -1.024 -0.068 0.223 -0.406 990.15 515
1554911940254.9 -0.20 -1.06 0.40 0.13 0.13 0.13 63 0.745 0.043 -10.207 0.621 -0.236 -0.892 -0.070 0.222 -0.406 990.14 515
1554911940304.9 -0.14 -1.08 0.40 0.12 0.12 0.13 63 0.760 0.013 -10.181 0.578 0.044 -0.770 -0.069 0.222 -0.406 990.12 515
1554911940372.0 -0.13 -1.06 0.41 0.12 0.12 0.13 63 0.748 0.044 -10.245 0.674 -0.070 -1.041 -0.070 0.221 -0.406 990.09 515
1554911940422.1 -0.11 -1.06 0.40 0.11 0.12 0.13 63 0.753 0.014 -10.241 0.892 -0.149 -0.910 -0.071 0.222 -0.406 990.06 515
1554911940491.0 -0.11 -1.06 0.40 0.12 0.13 0.13 63 0.753 0.014 -10.241 0.892 -0.149 -0.910 -0.071 0.222 -0.406 990.06 515
1554911940541.1 -0.08 -1.06 0.41 0.11 0.12 0.13 63 0.755 -0.001 -10.289 0.586 -0.105 -0.840 -0.070 0.222 -0.409 990.08 515
1554911940615.7 -0.07 -1.06 0.41 0.13 0.14 0.13 63 0.755 -0.001 -10.289 0.586 -0.105 -0.840 -0.070 0.222 -0.409 990.08 515
1554911940666.2 -0.07 -1.07 0.41 0.12 0.12 0.13 63 0.762 0.037 -10.228 0.892 -0.088 -0.901 -0.070 0.224 -0.406 990.08 515
1554911940733.9 -0.07 -1.07 0.41 0.12 0.13 0.13 63 0.762 0.037 -10.228 0.892 -0.088 -0.901 -0.070 0.224 -0.406 990.08 515
1554911940784.2 -0.06 -1.07 0.42 0.11 0.12 0.12 63 0.755 0.063 -10.264 0.604 -0.096 -0.910 -0.070 0.222 -0.406 990.07 515
1554911940853.1 -0.06 -1.07 0.42 0.12 0.13 0.13 63 0.755 0.063 -10.264 0.604 -0.096 -0.910 -0.070 0.222 -0.406 990.07 515
1554911940903.1 -0.12 -1.05 0.40 0.11 0.13 0.12 63 0.750 0.028 -10.239 0.691 -0.035 -0.901 -0.071 0.222 -0.407 990.10 515
1554911940972.2 -0.12 -1.05 0.40 0.12 0.13 0.13 63 0.750 0.028 -10.239 0.691 -0.035 -0.901 -0.071 0.222 -0.407 990.10 515
1554911941026.5 -0.13 -1.05 0.40 0.12 0.14 0.12 63 0.757 0.033 -10.238 0.752 -0.131 -0.542 -0.070 0.221 -0.407 990.12 515
1554911941081.4 -0.14 -1.05 0.40 0.13 0.15 0.13 63 0.748 0.051 -10.246 0.630 -0.088 -1.041 -0.070 0.224 -0.406 990.07 515
1554911941132.1 -0.16 -1.04 0.40 0.12 0.15 0.13 63 0.748 0.051 -10.246 0.630 -0.088 -1.041 -0.070 0.224 -0.406 990.07 515
1554911941182.1 -0.16 -1.05 0.40 0.12 0.14 0.13 63 0.731 0.012 -10.278 0.726 -0.114 -0.621 -0.071 0.222 -0.408 990.10 515
1554911941232.1 -0.15 -1.06 0.40 0.11 0.13 0.12 63 0.721 0.039 -10.191 0.691 -0.052 -0.919 -0.071 0.223 -0.406 990.07 515
1554911941305.7 -0.15 -1.06 0.40 0.13 0.14 0.13 63 0.739 0.042 -10.242 0.621 0.122 -0.901 -0.070 0.223 -0.407 990.07 515
1554911941355.7 -0.14 -1.06 0.40 0.11 0.13 0.12 63 0.735 0.033 -10.259 0.726 0.122 -0.779 -0.067 0.222 -0.406 990.08 515
1554911941431.7 -0.14 -1.05 0.40 0.13 0.14 0.13 63 0.735 0.033 -10.259 0.726 0.122 -0.779 -0.067 0.222 -0.406 990.08 515
1554911941481.8 -0.17 -1.06 0.40 0.11 0.13 0.12 63 0.760 0.032 -10.226 0.927 0.000 -0.858 -0.070 0.223 -0.406 990.06 515
1554911941550.2 -0.17 -1.07 0.40 0.12 0.13 0.13 63 0.717 0.028 -10.257 0.595 0.114 -0.796 -0.069 0.222 -0.406 990.11 515
1554911941600.3 -0.18 -1.08 0.39 0.11 0.13 0.12 63 0.742 0.041 -10.236 0.578 0.096 -0.744 -0.069 0.221 -0.406 990.13 515
1554911941667.6 -0.17 -1.07 0.40 0.12 0.13 0.13 63 0.727 0.047 -10.287 0.761 -0.070 -0.892 -0.070 0.222 -0.407 990.12 515
1554911941717.6 -0.08 -1.10 0.41 0.11 0.13 0.12 63 0.743 0.029 -10.232 0.604 0.079 -0.919 -0.070 0.223 -0.406 990.11 515
1554911941785.7 -0.08 -1.10 0.41 0.12 0.14 0.12 63 0.748 0.036 -10.171 0.569 -0.096 -0.796 -0.071 0.223 -0.404 990.06 515
1554911941835.7 -0.07 -1.11 0.42 0.11 0.12 0.12 63 0.763 0.018 -10.246 0.700 0.061 -0.831 -0.070 0.223 -0.406 990.13 515
1554911941908.1 -0.07 -1.11 0.42 0.12 0.13 0.13 63 0.760 0.035 -10.217 0.665 0.035 -0.971 -0.071 0.222 -0.406 990.13 515
1554911941958.2 -0.07 -1.12 0.44 0.11 0.13 0.13 63 0.738 0.030 -10.229 0.639 -0.149 -1.006 -0.070 0.223 -0.406 990.09 515
1554911942025.7 -0.07 -1.12 0.44 0.12 0.14 0.13 63 0.738 0.030 -10.229 0.639 -0.149 -1.006 -0.070 0.223 -0.406 990.09 515
